DS_ITEM	count
DALINVI - 1800 MG SOL INJ CT FA VD TRANS X 15 ML - JANSSEN-CILAG FARMACÊUTICA LTDA	1
TEMODAL 180MG C/ 5 CAPSULAS	1
TEMODAL - 100 MG CAP EST FR VD AMB X 5 - SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA	1
Microcirurgia para tumores intracranianos	1
Reconstrução com rotação do músculo temporal	1
ZEJULA - 100 MG CAP DURA CT BL AL PLAS PVC/PCTFE OPC X 28 - GLAXOSMITHKLINE BRASIL LTDA	1
Ressecção do osso temporal	1
Exérese de tumor benigno, cisto ou fístula	1
BROCA CORTANTE 6,00 X 110,0 MM ER-07 - REF. 14.5.0760.110E	1
MONITORIZAÇÃO DE POTENCIAL EVOCADO (DR. RODRIGO/DR. TIAGO)	1
Teste de latências múltiplas de sono (TLMS) diurno pós PSG	1
ASPIRADOR ULTRA-SONICO - SONOCA REF 610K0113	1
DOXOPEG - 2 MG/ML SUS INJ CT FA VD INC X 10 ML - ZODIAC PRODUTOS FARMACÊUTICOS S/A	1
ENDURITY MRI - PM1172 - ST. JUDE MEDICAL BRASIL LTDA.	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 1366 PARAFUSO CORTICAL AUTO ROSQUEANTE 3,5 X 20 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
CABO ELETRODO BIPOLAR MYOPORE - 511212 - ST. JUDE MEDICAL BRASIL LTDA.	1
Trombectomia venosa	1
BROCAS DE PERFURACAO OSSEA - PONTEIRA ULTRASSONICA REF. OT12	1
Reconstrução parcial da mandíbula com enxerto ósseo	1
SISTEMA DE GRAMPEAMENTO SIGNIA - SIGPSHELL - AUTO SUTURE DO BRASIL LTDA.	1
ESFERAS MARCADORAS REFLEXIVAS DESCARTAVEIS PARA NAVEGACAO CIRURGICA - BRAINLAB LTDA	1
Osteoplastias de mandíbula	1
SPONGOSTAN ESPONJA GELATINOSA ABSORVIVEL - FILME - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
Retirada de corpo estranho - tratamento cirúrgico	1
Abscesso hepático - drenagem cirúrgica por videolaparoscopia	1
BROCA DIAMANTADA RAZEK BHC70R (1,8) - REF: 973000000	1
Detecção/tipagem herpes vírus 1/2 líquor	1
SPONGOSTAN ESPONJA GELATINOSA ABSORVIVEL - ANAL - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
BAINHA DE ACESSO URETERAL - FLEXOR - FUS-095035 - HANDLE COMERCIO DE EQUIPAMENTOS MEDICOS S.A.	1
FIO-GUIA SUPERSTIFF PRÉ CURVADO ANGELGUIDE - PS-35-275XS - MICROPORT SCIENTIFIC VASCULAR BRASIL LTDA	1
MANIFOLD TOTAL LIFE - TOTAL LIFE COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA-EPP	1
PONTA PIEZO - TRAUMEC - TRAUMEC TECNOLOGIA E IMPLANTES ORTOPÉDICOS IMP. E EXP. LTDA - EPP	1
EXTENSORES PARA INJEÇÃO DE CONTRASTE LISO OU ESPIRALADO DE 200PSI A 1200PSI - BIO-DATA DO BRASIL INDUSTRIA, COMERCIO IMPORTAÇAO E EXPORTAÇAO LTDA - EPP	1
ANCORA MEMOFIX 2 MM, FIO .35 REF MN2	1
KIT CANULA SDN NERVOS FACIAIS 4 PARES MONOPOLAR - REF: SDN-75-4-M	1
1,25-dihidroxi vitamina D - pesquisa e/ou dosagem	1
EQUIPO SAMTRONIC PARA BOMBA DE INFUSÃO (PVC CRISTAL) - SAMTRONIC INDUSTRIA E COMERCIO LTDA	1
MATERIAL SUBSTITUTO DE TECIDO CONJUNTIVO AESCULAP - PREMILENE MESH - LABORATÓRIOS B. BRAUN S/A	1
HEMAX ERITRON - 4.000 UI PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1
CATETER BALAO PARA ANGIOPLASTIA PERIFERICA REF ATG120184	1
RADIFOCUS OPTITORQUE CATETER ANGIOGRAFICO - TERUMO - RH*5BPIN00M - TERUMO MEDICAL DO BRASIL LTDA.	1
EQUIPO EXTENSOR IRRIGADOR E ASPIRAÇÃO EMBRAMED - EMBRAMED INDÚSTRIA E COMÉRCIO DE PRODUTOS HOSPITALARES LTDA	1
SISTEMA BUCO MAXILO FACIAL - TRAUMEC - PA.01.03.2512 - PARAFUSO CORTICAL NEURO AP 1,5 X 4MM-TI-CROSS-DRIVE - TRAUMEC TECNOLOGIA E IMPLANTES ORTOPÉDICOS IMP. E EXP. LTDA - EPP	1
BROCA REDONDA CORTANTE P/ MIDAS LEGEND (FRESA) REF. 7BA60	1
Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar	1
88-888800 - KIT DE CIMENTAÇÃO ICONACY PLUS - ICONACY ORTHOPEDIC IMPLANTS INDUSTRIA E COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA	1
IMPLANTE DE MARCAPASSO MONOCAMERAL - PACOTE CIRURGIA CARDÍACA	1
Toracotomia exploradora (excluídos os procedimentos intratorácicos)	1
CABO ELETRODO MIOCARDICO MEDTRONIC MOD.4951M/5071 - 5071-53 - AUTO SUTURE DO BRASIL LTDA.	1
Helicobacter pylori - IgG - pesquisa e/ou dosagem	1
PLACA DE AUTO COMPRESSAO - 18806 - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
INTRODUTOR LI PLUS G - REF. LI 6PLUS G (367568)	1
Apendicectomia	1
MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRI SURESCAN ? CÂMARA ÚNICA - ATTESTA SR MRI SURESCAN ATSR01 - AUTO SUTURE DO BRASIL LTDA.	1
FIO METALICO LISO - 32010E - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
Revisão de artroplastias de quadril com retirada de componentes e implante de prótese	1
Material descartável (kit) e soluções para utilização de processadora automática de sangue/aférese	1
PRODUTO PARA CATETERIZAÇÃO VENOSA CENTRAL DE LÚMEN TRIPLO - EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA	1
Unidade de concentrado de plaquetas por aférese	1
PCT - EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES &#x2013; EXCISÃO E RETALHOS (CUTÂNEOS DA REGIÃO)	1
PARAFUSO PARA USO EM MINI OU MICRO FRAGMENTOS HEXAGON - 122.2.16 (PARAFUSO CORTICAL Ø2,7) - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
PLACAS RETAS COM FIXAÇÃO RÍGIDA PARA PEQUENOS E GRANDES E FRAGMENTOS - 105.2.14E (PARAFUSO CORTICAL ROSQUEAVEL Ø3,5MM) - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
PLACAS RETAS COM FIXAÇÃO RÍGIDA PARA PEQUENOS E GRANDES E FRAGMENTOS - 105.2.16E (PARAFUSO CORTICAL ROSQUEAVEL Ø3,5MM) - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
PARAFUSO PARA USO EM MINI OU MICRO FRAGMENTOS HEXAGON - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
PARAFUSO PARA USO EM MINI OU MICRO FRAGMENTOS HEXAGON - 122.2.18 (PARAFUSO CORTICAL Ø2,7) - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
Fraturas e/ou luxações do anel pélvico (com uma ou mais abordagens) - tratamento cirúrgico	1
PARAFUSO CANULADO EM AÇO INOXIDÁVEL - PARAFUSO CANULADO 7,0 MM - 5117-070-105 - ORTOBIO - IND E COM. DE PRODUTOS ORTOPEDICOS LTDA-EPP	1
Tratamento microcirúrgico das lesões intramedulares (tumor, malformações arteriovenosas, siringomielia, parasitoses)	1
SIMPASS ENDO 14 RX - CATETER BALÃO PARA PTA - SPE 60020-145 - ANGIOMED IMPORTAÇÃO E EXPORTAÇÃO LTDA	1
CATETER BALÃO DE DILATAÇÃO CONQUEST REF. CQ12084	1
FIO GUIA RADIFOCUS M-STANDARD PONTA ANGULADA - REF. RF*GA35303M	1
INTRODUTOR - TERUMO - RSA10K10SQ - TERUMO MEDICAL DO BRASIL LTDA.	1
SISTEMA PARA FIXAÇÃO POSTERIOR DE COLUNA NEOSPINE - 940.104 - BARRA D6.0X90 MM - NEOORTHO PRODUTOS ORTOPÉDICOS S/A	1
SELANTE DURAL DURASEAL? INTEGRA® - PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA	1
Sequenciamento de Nova Geração (NGS) - genes isolados, painéis e grandes regiões genômicas (inclui Captura, Amplificação e Sequenciamento)	1
SISTEMA PARA FIXAÇÃO POSTERIOR DE COLUNA NEOSPINE - 940.415 - PARAFUSO PEDICULAR POLIAXIAL G2 D6.5X40 MM - NEOORTHO PRODUTOS ORTOPÉDICOS S/A	1
GLIVEC - 400 MG COM REV CT BL AL/AL X 30 - NOVARTIS BIOCIENCIAS S.A	1
VOTRIENT - 200 MG COM REV CT FR PLAS OPC X 30  - NOVARTIS BIOCIENCIAS S.A	1
SISTEMA PARA FIXAÇÃO POSTERIOR DE COLUNA NEOSPINE - 940.416 - PARAFUSO PEDICULAR POLIAXIAL G2 D6.5X45 MM - NEOORTHO PRODUTOS ORTOPÉDICOS S/A	1
SISTEMA PARA FIXAÇÃO POSTERIOR DE COLUNA NEOSPINE - 940.103 - BARRA D6.0X80 MM - NEOORTHO PRODUTOS ORTOPÉDICOS S/A	1
SISTEMA PARA FIXAÇÃO POSTERIOR DE COLUNA NEOSPINE - 940.660 - CONECTOR DE BARRA 6.0/6.0 - NEOORTHO PRODUTOS ORTOPÉDICOS S/A	1
IBRANCE - 125 MG CAP DURA CT FR PLAS OPC X 21 - WYETH INDÚSTRIA FARMACÊUTICA LTDA	1
SISTEMA PARA FIXAÇÃO POSTERIOR DE COLUNA NEOSPINE - 940.002 - PARAFUSO BLOQUEADOR - NEOORTHO PRODUTOS ORTOPÉDICOS S/A	1
RM - Avaliação de ferro (coração ou fígado)	1
Ecocardiograma transtorácico tridimensional	1
EEG de rotina	1
pH-metria esofágica computadorizada com dois canais	1
PET - SCAN CT NEUROLOGICO COM FDG - LIMINAR	1
VALVULA AHMED PARA GLAUCOMA - FP7: AHMED GLAUCOMA VALVE IMPLANT - VISIONMED EQUIPAMENTOS MEDICOS LTDA	1
Avaliação do processamento auditivo central por fonoaudiólogo	1
Fraturas e/ou luxações ao nível do joelho - tratamento cirúrgico	1
PARAFUSO CANULADO PARA PEQUENOS E GRANDES FRAGMENTOS - 0142015-060 - PARAFUSO CANULADO TI Ø7,0MM X 60/16MM AP - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
PARAFUSO CANULADO PARA PEQUENOS E GRANDES FRAGMENTOS - 0142015-065 - PARAFUSO CANULADO TI Ø7,0MM X 65/16MM AP - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FULVESTRANTO - 50 MG/ML SOL INJ CT SER PREENC VD TRANS DESCART X 5ML + AGULHA - EUROFARMA LABORATÓRIOS S.A.	1
PARAFUSO CANULADO PARA PEQUENOS E GRANDES FRAGMENTOS - 0142015-055 - PARAFUSO CANULADO TI Ø7,0MM X 55/16MM AP - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
Audiometria vocal com mensagem competitiva (SSI, SSW)	1
CIRURGIA ANTIGLAUCOMATOSA VIA ANGULAR, COM IMPLANTE DE DRENAGEM, POR TÉCNICA MINIMAMENTE INVASIVA	1
COTONOIDE 13 X 76MM - CODMAN	1
KEYTRUDA - 100 MG/ 4 ML SOL INJ CT FA VD INC X 4 ML - MERCK SHARP & DOHME FARMACEUTICA LTDA.	1
ANESTESIA COLONOSCOPIA/ENDOSCOPIA	1
FIOS E PINOS RIGIDOS NÃO ABSORVÍVEIS METÁLICOS - MINAS MED - 2.1240.50/150 PINO SCHANZ Ø 4.0 X 50 X 150 MM ROSCA CÔNICA - MINASMED INDÚSTRIA E COMÉRCIO DE FIXADORES ORTOPÉDICOS E IMPLANTES LTDA EPP	1
CURACEL - CC-540 - CANADA CENTRAL DE NEGOCIOS DO BRASIL LTDA	1
COMPRESSA CIRÚRGICA HEALTH QUALITY - HEALTH QUALITY INDÚSTRIA E COMÉRCIO LTDA ME	1
SISTEMA DRENAGEM MEDIASTINAL REF. INFANTIL 1000/26	1
SISTEMA DE PARAFUSOS PEDICULARES PARA COLUNA VERTEBRAL TLS - CÓDIGO: TLS9001 - OSSEA TECHNOLOGY INDÚSTRIA E COMÉRCIO LTDA	1
DURADRY - 5 X 5 X 0,4CM ESPONJAS - FIBRILAR ?DURADRY ( CAIXA COM UM BLISTER CADA) - TECHNODRY LIOFILIZADOS MÉDICOS LTDA	1
Ressecção de neuroma	1
XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120300-38 - ABBOTT LABORATÓRIOS DO BRASIL LTDA	1
XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120350-38 - ABBOTT LABORATÓRIOS DO BRASIL LTDA	1
STIVARGA - 40 MG COM REV CT FR PLAS OPC X 28 - BAYER S.A.	1
NEO DECAPEPTYL - 3,75 MG PÓ LIOF INJ CT FA VD TRANS + SOL DIL X 2 ML - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1
CÂNULAS GUIA - SSC-1810005 - CÂNULA GUIA RETA AFIADA 18 GA 100-5 - BRAMSYS INDÚSTRIA E COMÉRCIO LTDA	1
HASTES E BARRAS PARA FIXADORES EXTERNOS SS - WORLD FIX INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA	1
CLORIDRATO DE DOXORRUBICINA - 50 MG PO LIOF P/ SOL INJ CT FA VD INC - GLENMARK FARMACÊUTICA LTDA	1
KIT CÂNULA DE DISCECTOMIA PERCUTÂNEA L - RAZEK EQUIPAMENTOS LTDA ME	1
TAXA POR UNIDADE DE CURATIVO GRANDE	1
PROLENE* MESH - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
Vitamina D2, pesquisa e/ou dosagem	1
Recolocação de eletrodo / gerador com ou sem troca de unidades	1
TAXOFEN - 20 MG COM REV CT 25 BL AL PLAS AMB X 10 (EMB HOSP) - BLAU FARMACÊUTICA S.A.	1
CÂNULA DE TRAQUEOSTOMIA PORTEX - 100/800/080 - SMITHS MEDICAL DO BRASIL PRODUTOS HOSPITALARES LTDA	1
Procedimento diagnóstico em lâminas de PAAF até 5	1
Herniorrafia recidivante	1
PCT - SEPTOPLASTIA	1
Tilt teste	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 1344 PARAFUSO CORTICAL 2,7 X 18 MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
CATETER DIAGNOSTICO ANGIOGRAFICO RADIOFOCUS OPTITORQUE VERTEBRAL 5FR 100CM REF. RH*BH15110M	1
Colostomia ou enterostomia	1
AMPLATZER - FIO GUIA II - 9-GW-002 - ST. JUDE MEDICAL BRASIL LTDA.	1
Avaliação fisiológica da gravidade de obstruções (cateter ou guia)	1
Avaliação hemodinâmica por cateterismo (aferimento de pressão ou fluxo arterial ou venoso)	1
LAÇO DE CAPTURA SCITECH - SCITECH PRODUTOS MEDICOS LTDA	1
AMPLATZER TREVISIO INTRAVASCULAR DELIVERY SYSTEM - ST. JUDE MEDICAL BRASIL LTDA.	1
TUBOS DE DISTRIBUIÇÃO - LATIN HEALTH IMPORTADORA E DISTRIBUIDORA LTDA.	1
GUIA PARA ANGIOGRAFIA SCW - EPTCA MEDICAL DEVICES LTDA.	1
AMPLATZER TALISMAN PFO OCCLUDER - 9-PFO-2518 - ST. JUDE MEDICAL BRASIL LTDA.	1
Tacrolimus - pesquisa e/ou dosagem	1
"Oclusão percutânea de ""shunts"" intracardíacos"	1
Estudo hemodinâmico de cardiopatias congênitas e/ou valvopatias  com  ou  sem  cinecoronariografia  ou oximetria	1
TELA DE PROLENE 7,6X15CM - REF: XYPMII1	1
Cintilografia de corpo inteiro para pesquisa de metástases (PCI)	1
Cultura para mycobacterium	1
B.A.A.R. (Ziehl ou fluorescência, pesquisa direta e após homogeneização) - pesquisa	1
Teste cutâneo de puntura ou intradérmico com medicamentos (até 3 drogas)	1
Histerectomia total ampliada - qualquer via - (não inclui a linfadenectomia pélvica)	1
Esvaziamento cervical seletivo (especificar o lado)	1
Linfadenectomia retroperitoneal	1
Detecção intraoperatória radioguiada de linfonodo sentinela	1
Fisioterapia aquatica individual (Hidroterapia)	1
Curva insulínica e glicêmica (4 dosagens)	1
VOTRIENT - 400 MG COM REV CT FR PLAS OPC X 30  - NOVARTIS BIOCIENCIAS S.A	1
MITEXAN - 100 MG/ML SOL INJ CT 10 AMP VD INC X 4 ML - BAXTER HOSPITALAR LTDA	1
HOLOXANE - 1 G PO PREP EXTEMP INJ CX 10 FA VD INC X 30 ML - BAXTER HOSPITALAR LTDA	1
BICALUTAMIDA - 50 MG COM REV CT BL AL PLAS INC X 30 - EUROFARMA LABORATÓRIOS S.A.	1
ACETATO DE ABIRATERONA - 250 MG COM REV CT FR PLAS OPC X 30 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA	1
CABOMETYX - 40 MG COM REV CT FR PLAS OPC X 30 - BEAUFOUR IPSEN FARMACÊUTICA LTDA	1
IgG - pesquisa e/ou dosagem	1
IgM - pesquisa e/ou dosagem	1
IgA - pesquisa e/ou dosagem	1
Eletroforese de proteínas urinárias, com concentração	1
Bacterioscopia (Gram, Ziehl, Albert  etc), por lâmina	1
Salpingectomia uni ou bilateral	1
AFINITOR - 10 MG COM CT BL AL/AL X 30 - NOVARTIS BIOCIENCIAS S.A	1
Rubéola - IgM - pesquisa e/ou dosagem	1
ZILVER STENT DE DESENHO VASCULAR REF. ZFV6-125-8-10.0	1
Reconstrução parcial da mama pós-quadrantectomia	1
Ressecção do linfonodo sentinela / torácica lateral - em mama	1
ENSEAL® X1 TISSUE SEALER REF:NSLX137C	1
Transferrina - pesquisa e/ou dosagem	1
Androstenediona - pesquisa e/ou dosagem	1
Glicoproteína Beta 2, anticorpos, IgM	1
Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vagina (por grupo de até 5 lesões)	1
Fosfatidilserina, anticorpos IgG	1
Fosfatidilserina, anticorpos IgM	1
Glicoproteína Beta 2, anticorpos, IgA	1
Fosfatidilserina, anticorpos IgA	1
SISTEMA SUSPENSAO SLING SAFYRE T PLUS (PROMEDON) REF. PR-KITTP-01	1
Incontinência urinária com colpoplastia anterior - tratamento cirúrgico (com ou sem uso de prótese)	1
TARGET ESPIRAL DESTACAVEL REF. M0036121450	1
IVASCULAR SERGEANT - SAUDE IMPORT - COMÉRCIO DE PRODUTOS MÉDICOS HOSPITALARES LTDA	1
FIO GUIA AMPLATZ SUPER STIFF - M001465021 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
Cultura, fezes: salmonella, shigella e escherichia coli enteropatogênicas (sorologia incluída)	1
AGENTE EMBOLIZANTE ONYX 18 REF. 105-7000-060	1
CATETER GUIA PARA ANGIOPLASTIA MEDTRONIC REF. LAUNCHER 6F	1
DESTACADOR INSTANTANEO DE BOBINAS PARA TERAPIA DE ANEURISMAS - REF. ID-1-5	1
FIO GUIA CARDIOVASCULAR 0,14 X 182CM - REF: 12132-01 J	1
MICROMOLA AXIUM HELIX 2MM X 3CM REF. QC-2-3-HELIX	1
INTRODUTOR RADIAL RADIFOCUS INTRODUCER II COM REVESTIMENTO HIDROFILICO, GUIA METALICA E AGULHA. - REF. RM*RF5F10PQ	1
MICRO CATETER ECHELON 10 REF.145-5091-150	1
MICROGUIA HIDROFILICO AVIGO 0,014 REF: 103-0606-200	1
Diverticulotomia - aparelho digestivo	1
Antigliadina (glúten) - IgA - pesquisa e/ou dosagem	1
Antigliadina (glúten) - IgG - pesquisa e/ou dosagem	1
Anti transglutaminase tecidual - IgA	1
RNA Polimerase III, anticorpos	1
Pesquisa ou dosagem de um componente urinário	1
FASLODEX - 50 MG/ML SOL INJ CT SER VD INC PREENCH DESCART X 5 ML + AGULHA  - ASTRAZENECA DO BRASIL LTDA	1
TUBO HIPOSPADIA MEDICONE REF. TH06	1
Infiltração  intralesional, cicatricial / hemangiomas - por sessão	1
Sutura de pálpebra	1
Pepsinogenio 2	1
Excisão de plicoma	1
Cirurgia de acesso posterior	1
Fistulectomia perineal	1
Amilase - pesquisa e/ou dosagem	1
Aneurismas torácicos ou tóraco-abdominais	1
KYLEENA 19,5 MG(ESTOQUE)	1
Artéria mesentérica superior - qualquer técnica	1
DIÁRIA DE  ENFERMARIA DE 3 LEITOS DA MATERNIDADE COM BANHEIRO PRIVATIVO	1
Cauterização de alta frequência em sistema genital e reprodutor feminino	1
BAINHA DE ACESSO URETERAL U-FLEX ALLWIN 9.5FR X 45CM - REF: UF11.5/9.5-45	1
TESOURA ULTRASSONICA HARMONIC - REF: HARH36	1
Traquelectomia - amputação, conização - (com ou sem cirurgia de alta frequência / CAF)	1
Biometria ultrassônica - monocular	1
Anticorpos anti-HMG-CoA redutase (anti-hmgcoar), dosagem	1
US - Abdome inferior masculino (bexiga, próstata e vesículas seminais)	1
Parasitológico - nas fezes	1
Adrenocorticotrófico, hormônio (ACTH) - pesquisa e/ou dosagem	1
TC - Coluna - segmento adicional	1
Tratamento  de necrose  avascular  por foragem de estaqueamento associada à necrose microcirúrgica  da cabeça femoral - tratamento cirúrgico	1
Osteotomias / artrodeses - tratamento cirúrgico	1
SISTEMA PLACA BLOQUEADA FEMUR PROXIMAL - 00-0907-4524-PARAFUSO CORTICAL 4,5 X 24 AUTOPERFURANTE, HEXALOBE T15 - MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO EIRELI	1
LÂMINAS PARA SERRA DESCARTÁVEIS - IMPLANFIX - IMPLANFIX MATERIAIS CIRÚRGICOS LTDA. - ME	1
FIOS E PINOS IMPLANTÁVEIS - 0131201-515 - FIO DE KIRSCHNER COM PONTA TROCAR, ENGATE LISO Ø1,5X150 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIO GUIA PARA TRAUMATOLOGIA - IMPLANFIX - FC2,5150 FIO GUIA CALIBRADO Ø 2,5 X 150MM 2,5 150 - IMPLANFIX MATERIAIS CIRÚRGICOS LTDA. - ME	1
SISTEMA PLACA LAMINA CANULADA FEMUR PROXIMAL - 00-1200-4500-PLACA CANULADA 90 OSTEOTOMIA ADOLESCENTE 40 X 6 MM RECUO X 6,5 MM, 4 ORIFÍCIOS - MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO EIRELI	1
SISTEMA PLACA BLOQUEADA FEMUR PROXIMAL - 00-0907-4620-PARAFUSO CORTICAL DE BLOQUEIO 4,5 X 20 , HEXALOBE T15 - MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO EIRELI	1
Alongamento de tendões - tratamento cruento	1
Alongamento	1
Artrotomia - tratamento cirúrgico - joelho	1
STELARA - 45 MG SOL INJ CT 1 FA VD INC X 0,5 ML  - JANSSEN-CILAG FARMACÊUTICA LTDA	1
RM - Fetal	1
Cadeia Kappa-Lambda leve livre	1
FAULDPAMI - 9 MG/ML SOL INJ CT FA VD INC X 10 ML  - LIBBS FARMACÊUTICA LTDA	1
IgE, por alérgeno (cada) - pesquisa e/ou dosagem	1
EQUIPO PARA IRRIGAÇÃO PARA ARTROSCOPIA SETORMED - SETORMED INDÚSTRIA E COMERCIO DE EQUIPAMENTOS MÉDICOS E ODONTOLÓGICOS LTDA- EPP	1
CÂNULAS PARA MICRODEBRIDAÇÃO VOLMED - VOLMED BRASIL EQUIPAMENTOS LTDA - ME	1
Lesões agudas e/ou luxações de meniscos (1 ou ambos) - tratamento cirúrgico	1
BIOVISC ORTHO - BIOTECH VISION CARE OFTALMOLOGIA BRASIL LTDA	1
Herpes vírus 7 - IgG/IgM	1
REVLIMID - 10 MG CAP DURA CT BL AL PLAS TRANS X 28 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA	1
Curva glicêmica (4 dosagens) via oral ou endovenosa	1
Rearranjo gênico quantitativo BCR/ABL por PCR	1
RIXIMYO - 10 MG/ML SOL DIL INFUS CT 2 FR VD TRANS X 10 ML - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1
ALFAEPOETINA - 40000 UI/ML SOL INJ CT 12 SER PREENCHIDAS X 1ML + SISTEMA DE SEGURANÇA - BLAU FARMACÊUTICA S.A.	1
Quantificação de CD4 da coleta de células tronco periféricas para TCTH alogênico	1
Vírus Zika ? IgM	1
Corpo estranho da córnea - retirada	1
Dengue - IgG e IgM (cada) - pesquisa e/ou dosagem	1
ACTEMRA - 20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.	1
Imunoglobulina (IGE) - pesquisa e/ou dosagem	1
Corpo estranho de faringe - retirada em consultório	1
Corpos estranhos - retirada em consultório (nariz)	1
COMPONENTE FEMORAL COM RESTRIÇÃO - BM - 2340-05-000 BKS III ? COMPONENTE FEMORAL GRANDE ? DIREITO - BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA	1
COMPONENTE FEMORAL COM RESTRIÇÃO - BM - 2340-06-000 BKS III ? COMPONENTE FEMORAL GRANDE ? ESQUERDO - BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA	1
Cultura bacteriana (em diversos materiais biológicos)	1
Hemoglobina glicada (A1 total) - pesquisa e/ou dosagem	1
Proteínas totais albumina e globulina - pesquisa e/ou dosagem	1
CÉLULAS LE	1
Colecistostomia por videolaparoscopia	1
TROCARTE PORTMARLEX DESCARTAVEL SEM LAMINA REF. TOMS112100	1
TROCARTE PORTMARLEX DESCARTAVEL SEM LÂMINA - MB INDUSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
Teste de caminhada de 6 minutos	1
Paciente com D.P.O.C. em atendimento ambulatorial necessitando reeducação e reabilitação respiratória	1
Exérese de lesão da vulva e/ou do períneo (por grupo de até 5 lesões)	1
Tratamento cirúrgico de retocele (colpoperineoplastia posterior)	1
Pênis curvo congênito - tratamento cirúrgico	1
Retossigmoidectomia abdominal	1
Tarsorrafia	1
COMPONENTE FEMORAL CIMENTADO - 04.15.05.00002 (COMPONENTE FÉMORAL MODULAR III ? PRIMÁRIO) - VINCULA INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE IMPLANTES S.A.	1
COMPONENTE FEMORAL DIREITO Nº02 -REF: 04.15.10.00002	1
PATELA ANATOMICA Ø 30 MM REF. 04.16.04.00030	1
PLATO TIBIAL Nº02 ESPESSURA 09MM - REF: 04.17.08.02009	1
Curva tensional diária - binocular	1
Iridociclectomia	1
TROCATER VERSAONE COM LÂMINA 5MM - REF: (B5STF)	1
Histeroscopia cirúrgica para a retirada de DIU	1
GRAMPEADOR EEA28 DST 48 VERDE - REF: EEA28	1
Endometriose peritoneal - tratamento cirúrgico via laparoscópica	1
Retossigmoidectomia abdominal por videolaparoscopia	1
Colectomia total com ileostomia por videolaparoscopia	1
Ressecção de tumor do septo reto-vaginal	1
MANIPULADOR UTERINO TAIMIN - CIENLABOR INDUSTRIA E COMÉRCIO LTDA	1
